tot_balance,avg_bal_cards,credit_age,credit_age_good_account,credit_card_age,num_acc_30d_past_due_12_months,num_acc_30d_past_due_6_months,num_mortgage_currently_past_due,tot_amount_currently_past_due,num_inq_12_month,num_card_inq_24_month,num_card_12_month,num_auto_ 36_month,uti_open_card,pct_over_50_uti,uti_max_credit_line,pct_card_over_50_uti,ind_XYZ,rep_income,rep_education,Def_ind
114898.3321,16014.56371,282,162,272,0,0,0,0,0,0,0,0,0.551836859,0.591792901,0.491180992,0.448689288,0,122428.1577,high_school,0
123492.0553,13370.8807,225,144,193,0,0,0,0,0,0,0,0,0.461210165,0.431886255,0.437051358,0.614800798,1,169696.9286,graduate,0
85701.12782,6593.379069,357,220,373,0,0,0,0,0,0,1,0,0.705899881,0.539385664,0.666590274,0.660296204,1,156048.6497,graduate,0
119852.6955,12648.44066,392,204,383,0,0,0,0,1,2,0,0,0.595723903,0.569572064,0.556097886,,0,95124.15146,college,0
106112.3768,13254.76469,301,108,342,0,0,0,0,0,0,0,1,0.646959679,0.705356317,0.489281136,0.604432284,0,189092.1794,high_school,0
94561.49262,9848.031598,234,150,246,0,0,0,0,0,0,0,0,0.346929532,0.362045634,0.222740205,0.421235897,0,160658.5223,high_school,0
120679.7297,11892.95143,363,197,341,0,0,0,0,2,3,1,0,0.468528015,0.404628817,0.442539755,0.536404147,0,170990.8961,high_school,0
125612.835,13750.67251,254,155,258,0,0,0,0,0,0,0,0,0.545923514,0.543256484,0.444727192,,1,175237.1555,college,0
97148.29372,14417.00503,198,89,220,0,0,0,0,0,0,0,0,0.402431705,0.314816509,0.529906499,0.512279257,0,200162.3053,high_school,0
119019.938,14913.70542,163,90,201,0,0,0,0,0,0,1,0,0.632480507,0.580611233,0.56419557,0.787121522,0,217055.7725,college,0
84311.36513,9539.941914,402,191,369,0,0,0,0,2,3,1,0,0.56648254,0.532596617,0.535022513,0.64471385,0,167590.8842,college,0
126271.6128,17387.9414,298,169,288,0,0,0,0,0,0,1,0,0.665518222,0.603456972,0.517625812,,0,84058.01257,high_school,0
103228.7897,8978.260021,320,176,307,0,0,0,0,1,2,1,1,0.370251652,0.445367022,0.289549996,0.339713448,0,174655.0529,high_school,0
89054.41776,12088.68995,401,193,410,0,0,0,0,0,0,0,0,0.560180961,0.631608848,0.449744158,0.605998856,0,195001.3918,high_school,0
71310.76863,8055.154452,206,167,280,1,0,0,0,0,1,1,0,0.674264522,0.665397645,0.765586314,0.723967724,0,,graduate,0
103306.1243,12788.47784,271,103,289,0,0,0,0,0,0,0,0,0.551477126,0.475069317,0.677185976,0.581811062,0,197289.3857,college,0
102057.4497,11882.56413,203,119,243,0,0,0,0,0,1,0,0,0.43810324,0.509979193,0.412674309,0.621885795,0,194220.8432,college,0
61447.42453,13674.21841,273,115,282,0,0,0,0,0,1,1,0,0.522938318,0.462795022,0.448611845,0.584111739,0,223434.6215,college,0
149037.4176,16221.06951,273,186,224,0,0,0,0,3,6,0,0,0.513864486,0.475591899,0.534375168,0.58470702,0,177595.8775,college,0
108141.1153,9228.930107,241,97,282,0,0,0,0,1,0,0,1,0.474132986,0.464231521,0.433696264,0.540375796,0,188404.7934,college,0
89163.72098,15720.12212,201,150,183,0,0,0,0,4,5,0,0,0.606924072,0.548617005,0.525576957,0.684478585,1,,college,0
140828.7263,15222.68072,250,114,273,0,0,0,0,0,0,1,0,0.609125105,0.441044438,0.606747355,0.58108593,0,217013.7757,college,0
115212.2928,6444.662527,195,83,236,0,0,0,0,3,5,0,0,0.741446768,0.826105684,0.699293512,0.740243062,0,166693.9503,college,0
96294.13602,14521.21438,244,127,326,1,0,0,583.76565,0,0,1,0,0.376621785,0.431086749,0.204413252,0.386999727,0,203416.8503,high_school,0
115344.3656,15476.2557,311,162,288,0,0,0,0,0,0,0,0,0.405945105,0.461805057,0.431639386,0.496575971,0,156642.6502,college,0
98919.66776,9330.5569,355,197,344,0,0,0,0,0,1,1,0,0.327849161,0.354936669,0.478310055,0.392213238,0,108249.343,high_school,0
131867.9813,14343.67897,220,157,246,0,0,0,0,1,1,0,0,0.442473443,0.451593616,0.465736046,0.545956362,0,172561.5562,college,0
100152.0386,11784.99306,274,147,264,0,0,0,0,1,0,0,0,0.528887353,0.522331082,0.623884745,0.603222026,0,96864.96089,graduate,0
106766.9162,14286.03982,132,120,165,0,0,0,0,4,6,0,0,0.553237755,0.625443496,0.490908371,0.612302235,0,161794.1684,college,0
76465.61347,8211.228378,331,174,365,0,0,0,0,2,4,1,1,0.472317029,0.483413124,0.592195816,0.576551614,1,124851.4915,college,0
108387.6979,10702.32691,286,125,281,0,0,0,0,1,2,1,1,0.549669929,0.41148413,0.414922009,0.629816865,1,138560.5313,high_school,0
104125.9333,14933.94705,231,145,248,0,0,0,0,0,0,0,0,0.651860896,0.611681196,0.451288572,0.589272807,0,144874.2625,college,1
152591.3939,13248.30832,402,191,368,0,0,0,0,0,0,1,0,0.421668046,0.39121735,0.454747095,0.420946838,1,179405.806,high_school,0
123412.5204,13640.20258,317,148,255,0,0,0,0,0,0,0,0,0.399740133,0.350868665,0.485022566,0.616387554,0,162582.4872,high_school,0
155344.7359,14076.01006,347,150,368,0,0,0,0,0,0,0,0,0.609933443,0.578481078,0.602144755,0.589287288,0,172089.6347,high_school,0
87371.4229,11794.79334,375,139,390,0,0,0,0,0,1,0,0,0.516309814,0.444954916,0.561331749,0.664859734,1,174866.6945,college,0
97933.71302,10294.9555,120,62,144,0,0,0,0,0,0,0,0,0.631445533,0.491430869,0.508194943,0.65784263,0,184851.0317,graduate,0
114320.2243,10341.11225,361,141,320,0,0,0,0,0,0,0,0,0.390243117,0.431038471,0.294453058,0.471632042,0,200434.4626,high_school,0
83360.86221,14254.5494,312,162,293,0,0,0,0,0,0,0,0,0.56256072,0.561455867,0.595459357,,0,189811.147,graduate,0
122109.4392,11014.07735,305,98,316,0,0,0,0,0,0,0,0,0.426393707,0.34932438,0.31384678,0.329667065,0,169378.618,college,0
116680.9721,14822.4843,389,189,362,0,0,0,0,1,2,0,0,0.563390455,0.419905721,0.466369197,0.598974011,1,199862.471,college,0
118666.2547,11629.83408,142,127,142,0,0,0,0,4,9,1,2,0.572832097,0.524300431,0.659681937,,0,,high_school,0
99821.90176,14555.53745,231,112,236,0,0,0,0,1,1,0,0,0.441135148,0.507550636,0.49317255,0.472336542,0,168231.0744,high_school,0
86124.19275,13955.7415,219,102,255,1,0,0,0,1,2,0,0,0.471329518,0.4737267,0.498343819,0.464110203,1,133614.6194,college,0
94965.18232,15440.07682,140,71,182,0,0,0,0,0,0,0,0,0.524954813,0.638539153,0.563824809,0.633299577,0,139457.6078,college,0
122981.4296,16811.25341,296,177,330,0,0,0,0,1,0,0,0,0.47346008,0.491517377,0.605351039,0.434764157,0,152967.5587,high_school,1
115697.4494,9805.232763,265,181,313,0,0,0,0,0,0,1,0,0.371769137,0.527900245,0.36118849,0.491146058,0,166611.1268,graduate,0
101507.7063,9312.619346,177,90,205,0,0,0,0,0,0,0,0,0.406224321,0.400790196,0.448526393,0.470792193,0,173724.9139,graduate,0
133297.4134,15559.64788,295,148,279,0,0,0,0,0,0,0,0,0.342681133,0.391736228,0.282434753,0.438054122,0,130051.6947,college,0
103665.0216,8550.472685,278,163,284,1,0,0,0,2,5,0,0,0.549552767,0.514382484,0.535077759,0.65897291,0,,graduate,1
109076.7522,12032.83852,285,143,275,0,0,0,0,0,0,0,0,0.60783344,0.566294431,0.64463577,0.61912203,0,131603.0353,high_school,0
87433.29404,5889.738655,453,203,372,0,0,0,0,0,0,0,1,0.512078967,0.512520318,0.305917927,0.522147901,1,170414.4628,graduate,0
145760.6815,13946.57077,100,66,194,0,0,0,0,2,4,1,1,0.703082645,0.595473554,0.581491932,0.806336958,0,170970.4004,college,0
72417.04683,14831.63622,347,170,338,0,0,0,0,1,0,0,0,0.534458175,0.538597088,0.54627272,0.658243297,1,150608.2823,college,0
104565.1384,9346.584587,249,169,247,0,0,0,0,0,0,0,0,0.447826712,0.487521239,0.458453334,0.47846487,0,160206.2258,graduate,0
76361.70661,7524.270399,68,50,204,0,0,0,0,0,1,1,1,0.521601615,0.452197839,0.479205633,0.654854711,0,211873.3617,graduate,0
131060.2753,16271.45895,215,151,224,0,0,0,0,0,0,1,0,0.605348304,0.582241905,0.500250513,0.560268293,1,174722.269,college,0
125353.3232,15400.69818,350,196,368,0,0,0,0,0,2,0,1,0.495679892,0.450697824,0.573888152,0.485901049,0,125801.2674,college,0
100971.0402,8283.054771,269,153,234,0,0,0,0,1,0,1,1,0.564238807,0.558598758,0.523227067,0.612344441,0,195711.788,graduate,1
133744.9862,14365.06792,386,203,371,0,0,0,0,0,0,0,1,0.658046465,0.49864048,0.521255243,0.901505006,0,122911.945,graduate,0
92057.69886,12762.72327,282,154,282,1,1,0,0,0,0,0,0,0.705903348,0.613095994,0.702399112,0.61035201,0,,college,0
97953.39916,12152.15434,238,141,222,0,0,0,0,0,0,0,0,0.375898165,0.414833977,0.594403135,0.510771117,1,190872.1359,college,0
97565.29575,10576.11746,115,84,154,0,0,0,0,0,0,0,0,0.28384356,0.2856072,0.524252467,0.446192306,1,139273.9862,graduate,0
86080.65726,12046.24259,380,143,333,0,0,0,0,0,0,1,0,0.557942398,0.475877153,0.577000093,0.730808041,1,102370.1205,college,0
94158.50344,12793.20925,314,164,314,0,0,0,0,0,0,0,0,0.761185671,0.681883551,0.628106177,0.75636775,0,129838.8755,college,0
139552.9981,18458.07191,123,92,170,0,0,0,0,0,0,0,0,0.647346332,0.607704508,0.499092554,0.716733713,0,188237.7296,college,1
72408.89179,7514.481702,167,71,267,0,0,0,0,1,0,1,0,0.650855291,0.595906728,0.653348026,0.710144091,0,149299.1849,college,0
88136.46985,15874.4895,331,197,301,1,0,0,2114.727241,0,0,1,0,0.720970446,0.727606125,0.573338311,0.731107882,0,136786.5511,high_school,1
113583.5681,16272.09718,423,233,428,0,0,0,0,0,0,0,0,0.479662278,0.519366384,0.432138841,0.666375148,0,242432.5567,college,0
103416.469,11267.05546,265,86,284,0,0,0,0,2,2,0,0,0.377090109,0.415345283,0.296139913,0.511705586,0,123704.3711,high_school,0
130396.0545,14708.19223,300,140,305,0,0,0,0,0,0,0,0,0.288988558,0.427856244,0.337784595,0.444089061,1,,graduate,0
102720.4379,9789.665901,123,92,173,0,0,0,0,0,2,1,0,0.361978367,0.521282272,0.296321587,0.583276358,0,99403.09679,high_school,0
76508.71186,14350.13265,166,105,244,0,0,0,0,0,0,0,0,0.393500552,0.507971409,0.370976574,,0,193357.8179,high_school,0
62425.82281,5530.250825,237,126,193,1,0,0,0,0,0,0,0,0.522544582,0.563595813,0.411177374,0.644972489,0,176238.4366,college,0
107202.8263,12000.26146,325,153,332,0,0,0,0,1,1,0,0,0.410097381,0.642858279,0.362841781,0.469884509,0,201839.5145,college,0
107223.2802,11942.42672,234,161,248,0,0,0,0,0,0,1,0,0.630698,0.583119376,0.582434037,0.773162471,0,147342.8517,college,0
122781.4501,14349.72879,245,122,244,0,0,0,0,0,0,0,0,0.599011965,0.534584273,0.72260787,,0,143420.2699,high_school,0
97510.66733,9762.538974,106,70,169,0,0,0,0,0,1,0,0,0.266329805,0.263224535,0.304623167,0.417218436,0,166993.3168,high_school,0
78238.45232,13899.68124,119,127,216,2,1,1,7369.958367,0,1,0,0,0.639596495,0.56001963,0.598406315,0.647742089,0,151242.7655,high_school,1
72067.70818,6382.253057,316,157,280,0,0,0,0,1,2,1,0,0.536937541,0.428863885,0.418440508,0.648764466,0,168076.8722,college,0
120006.0708,15623.37259,222,113,281,1,0,0,4509.843744,0,0,1,1,0.728395346,0.858620735,0.758633757,0.805525408,1,208412.9879,high_school,0
79473.30786,6281.97478,287,194,271,0,0,0,0,0,0,0,0,0.595589776,0.53371773,0.725546521,0.764903773,0,176914.2064,graduate,1
149115.2512,20362.14249,373,164,337,0,0,0,0,4,9,0,0,0.399542441,0.463250787,0.293977628,0.416198092,0,192006.4777,high_school,1
92378.53197,10697.60925,430,205,347,0,0,0,0,0,0,0,0,0.351802876,0.301316189,0.17968746,,1,162357.5484,graduate,0
92078.0453,8449.419624,196,87,204,0,0,0,0,2,2,0,0,0.385663418,0.397663416,0.393996038,0.558789607,1,189552.431,high_school,0
114731.7838,13822.23403,95,126,139,0,0,0,0,1,1,0,0,0.676818512,0.380347687,0.567658806,0.705505724,0,210814.623,college,0
96332.72917,9680.053442,147,112,197,0,0,0,0,0,1,0,0,0.767072054,0.746697206,0.696052326,0.769486905,0,168098.7206,high_school,0
115386.9807,18157.81404,318,130,316,1,0,0,800.4952209,0,0,0,0,0.466976542,0.595354258,0.457304457,0.464863108,0,145379.6025,college,0
105714.161,10535.68317,157,130,184,0,0,0,0,1,2,0,0,0.339024827,0.43270564,0.413188418,0.495921555,0,160120.9025,college,0
135673.5742,17449.50941,247,132,311,0,0,0,0,3,8,1,0,0.418832972,0.486050297,0.487418607,0.432341237,0,,college,0
131736.9467,14225.94698,217,130,223,0,0,0,0,0,0,0,1,0.364563538,0.311639093,0.37272768,0.432604196,0,132998.2567,college,0
119806.4942,12275.48442,389,186,388,0,0,0,0,0,0,0,0,0.523627141,0.500503506,0.39344674,0.61781235,1,165219.0873,graduate,0
119198.163,12221.05387,397,240,392,0,0,0,0,0,0,0,0,0.682183417,0.783692056,0.710390665,0.710041022,0,172891.0654,college,0
116273.9064,12648.01188,229,150,177,0,0,0,0,0,0,0,0,0.225522303,0.409856723,0.381457695,,0,166082.2705,college,0
157948.1174,16813.40065,289,140,246,0,0,0,0,1,2,0,1,0.671747728,0.623666438,0.5588658,0.590284509,0,188275.6181,graduate,0
115999.5087,14577.75355,360,182,352,0,0,0,0,0,0,1,0,0.213723304,0.199856668,0.338790722,0.334257843,0,189405.676,college,0
99808.18533,8380.173144,310,192,305,0,0,0,0,0,0,0,0,0.554234425,0.543126127,0.583884322,0.587489475,1,207754.9863,high_school,0
89524.12643,12358.77227,360,189,382,0,0,0,0,0,0,0,0,0.475299607,0.413278455,0.408324242,0.439162253,1,107254.1912,college,0
86118.04191,15324.67603,223,151,211,1,0,0,1110.368004,1,1,1,0,0.438752459,0.432974908,0.479589454,0.410432724,0,161681.1254,college,0
100729.7785,11750.13138,301,173,288,0,0,0,0,0,0,1,0,0.429897657,0.511955848,0.275710716,0.350033136,0,199299.399,high_school,0
150341.3684,13709.94679,444,204,399,1,0,0,0,0,0,0,0,0.524164691,0.571153271,0.445773788,0.542237681,0,192080.618,high_school,0
88790.09821,12550.27549,308,142,299,0,0,0,0,0,0,0,0,0.540247674,0.652357813,0.363984436,0.585616852,0,170346.6656,college,0
102407.39,12424.01454,316,174,377,0,0,0,0,0,0,0,1,0.719904234,0.65409812,0.664204937,,1,162221.5704,college,0
107134.6712,10488.53769,365,143,364,0,0,0,0,5,9,0,0,0.481384228,0.497493117,0.517643959,,0,134987.1907,college,0
101214.193,9403.89608,273,153,324,0,0,0,0,0,0,0,0,0.446752803,0.502170445,0.309129848,0.507033422,0,160142.7448,college,0
91835.35952,9827.309003,315,116,326,0,0,0,0,0,1,1,0,0.448599603,0.474765342,0.575970705,,1,179899.2878,college,0
91876.34233,8921.629545,294,160,243,1,0,0,1372.551313,0,0,0,0,0.615189947,0.618696545,0.499550789,0.639651172,1,116003.0782,college,1
97966.38579,13810.61109,120,53,154,1,1,0,1523.706741,2,4,0,0,0.41221453,0.486161215,0.435098968,,0,146028.3592,high_school,0
103794.6082,12240.67096,301,153,268,0,0,0,0,0,0,1,0,0.57852624,0.540699979,0.473536786,0.682480731,0,178024.8531,college,0
94597.6808,13743.36092,335,160,307,0,0,0,0,0,0,1,0,0.564422692,0.536007943,0.32433367,0.416915305,1,164518.9252,college,1
73093.23238,9752.199224,291,168,338,0,0,0,0,0,0,0,0,0.474715916,0.428895811,0.425259544,0.52385375,0,145062.165,high_school,0
129557.0977,12849.2208,299,146,310,0,0,0,0,0,0,0,0,0.251375643,0.355236055,0.301656929,0.341441256,0,154056.9459,high_school,0
164416.1642,19478.92437,311,166,276,0,0,0,0,5,9,0,0,0.346329715,0.419129577,0.44754413,,0,147250.0115,high_school,0
70290.73426,8769.233623,210,135,269,0,0,0,0,0,0,0,0,0.484390788,0.385901524,0.329514651,0.529604692,0,173999.7184,college,0
104470.2435,14074.91803,223,101,317,0,0,0,0,0,1,1,0,0.228715143,0.279814606,0.228774265,0.299491846,1,136069.8347,graduate,0
124506.0066,11824.97857,197,138,246,0,0,0,0,0,0,0,0,0.488153081,0.581935715,0.449809232,0.540381439,1,156497.7603,college,0
126248.5153,12301.30763,183,68,210,0,0,0,0,0,0,0,0,0.3528768,0.516179169,0.361801694,0.441076703,0,224581.4437,graduate,0
141853.3427,15766.82055,151,95,220,0,0,0,0,0,1,0,0,0.579990993,0.437425879,0.45831111,0.650516336,1,113357.998,high_school,0
86481.92756,9193.676142,283,137,287,0,0,0,0,0,0,1,1,0.27228808,0.213331092,0.334198895,0.369186892,1,129717.8527,college,0
86972.7626,8415.218735,264,154,276,0,0,0,0,0,0,0,0,0.610216852,0.562475344,0.378078514,0.600279751,1,206682.2481,high_school,0
118487.1647,14331.16645,332,164,294,0,0,0,0,0,0,0,0,0.330409166,0.290732416,0.293735367,,0,193450.1239,college,0
127766.7463,14790.00356,388,217,383,0,0,0,0,0,0,0,0,0.604275849,0.623787296,0.574194882,0.600996427,0,167358.821,college,0
144821.6191,16499.00688,262,182,347,0,0,0,0,0,0,0,0,0.499575383,0.504825794,0.560413759,,0,185616.0796,college,0
57385.45872,10372.54977,169,121,186,0,0,0,0,2,1,0,1,0.411893161,0.38123671,0.480759617,0.529677313,0,191353.9548,college,1
105729.0294,12975.23591,270,174,337,0,0,0,0,0,0,0,0,0.316224803,0.439968875,0.315957515,0.358452304,0,165826.5272,college,0
74985.2737,9953.186182,297,111,365,0,0,0,0,0,0,0,0,0.320129964,0.450024293,0.247090083,0.258056814,0,220333.8119,college,0
94085.47467,13548.02868,302,196,354,0,0,0,0,3,7,0,1,0.42400081,0.446097912,0.233020544,0.447853446,1,188533.4075,college,0
89554.54322,9953.603692,261,149,300,0,0,0,0,0,0,0,0,0.392861144,0.347555117,0.504274966,,1,174183.3164,graduate,0
74389.19516,11960.73584,262,124,306,0,0,0,0,0,0,0,0,0.34725994,0.497325455,0.345316732,0.526342947,0,179047.6866,graduate,0
102589.3408,9324.390914,321,154,298,2,1,1,3017.70719,3,5,0,0,0.480283578,0.423072524,0.27308872,0.503071984,0,195776.3005,graduate,1
117717.7317,11940.13776,196,122,285,0,0,0,0,0,0,0,0,0.52971306,0.469788815,0.567909561,0.508410939,1,179300.8391,college,0
101116.4355,9549.106903,239,127,244,0,0,0,0,0,0,0,0,0.578387048,0.557456395,0.600576475,0.570799001,0,162525.0245,college,0
103464.1474,12012.39666,245,121,279,0,0,0,0,0,0,0,0,0.34970074,0.448761607,0.334449497,0.454337752,0,114940.7267,college,0
101301.034,10548.03419,449,221,437,0,0,0,0,3,6,0,0,0.562184909,0.555205025,0.374940628,0.620450443,0,166681.2592,graduate,0
69111.49371,9905.479928,250,130,278,1,0,0,0,0,0,0,0,0.596601368,0.569256501,0.504835716,0.651548922,0,173146.806,college,0
88350.39998,11609.18776,238,168,247,0,0,0,0,0,0,0,0,0.419318464,0.577320021,0.445137947,,0,149985.4457,high_school,0
122346.7996,15339.46393,248,171,247,1,0,0,0,0,1,0,0,0.45844328,0.409777826,0.522003445,0.593354168,0,207830.8369,other,0
57637.25974,11011.87833,327,142,332,2,0,1,8645.088386,0,0,0,0,0.361978056,0.258629595,0.352507829,0.409530212,0,134191.4187,college,0
103683.4723,11086.91213,353,188,306,0,0,0,0,0,0,1,0,0.642600893,0.591227421,0.583495574,0.61473466,0,189523.372,graduate,0
125599.7721,13573.51728,243,148,263,0,0,0,0,2,3,2,0,0.403812929,0.592842705,0.34021616,0.554147048,0,198766.8835,college,0
152821.1547,16408.70152,238,132,253,0,0,0,0,1,3,0,0,0.515079007,0.485621742,0.515639082,0.58878728,0,200376.3603,high_school,0
101586.3033,11158.59856,249,165,244,1,1,0,0,0,0,1,0,0.383244028,0.506138666,0.292873533,0.438423795,0,135661.7728,college,1
99385.42603,11677.68983,437,219,416,0,0,0,0,1,3,0,0,0.395884098,0.440431824,0.421536436,0.498548874,0,199927.2086,college,0
96023.44001,11663.68163,288,142,310,0,0,0,0,1,3,0,0,0.344454886,0.179029025,0.528813098,0.424903423,1,183382.9755,college,0
84419.22192,13046.65633,206,102,261,1,0,1,530.6011611,0,0,0,0,0.400425543,0.338136232,0.363599698,0.442598096,1,168058.0247,graduate,0
120763.0882,13460.62457,265,173,250,0,0,0,0,0,0,0,1,0.417350818,0.394371298,0.377284354,0.537259894,0,120139.9293,college,0
102559.2218,11163.75868,346,129,295,0,0,0,0,0,0,0,0,0.569710742,0.730738675,0.428707695,0.630450296,0,136542.0769,high_school,0
130394.258,10312.52846,283,126,274,2,0,1,5752.624882,2,3,0,0,0.60396329,0.641604492,0.683570037,0.651379258,0,168932.0833,high_school,1
109795.2097,14265.11273,262,101,316,1,0,0,0,0,0,1,0,0.19302446,0.406828264,0.258357745,0.294898412,0,225662.4305,college,0
65608.78047,7189.735718,395,175,339,0,0,0,0,0,0,0,0,0.691404242,0.547602108,0.542581805,,1,114156.2093,high_school,1
106954.3638,10329.90255,340,167,279,0,0,0,0,3,6,0,0,0.286651251,0.435352594,0.377588164,0.331587265,0,195223.4183,college,0
108821.3717,12986.89637,275,162,300,0,0,0,0,0,0,0,0,0.719369709,0.670466255,0.680136339,0.813726327,0,258219.4402,college,0
90479.92882,12575.52672,157,82,182,0,0,0,0,0,0,1,0,0.432835322,0.405280777,0.427496563,0.538426139,0,136673.5096,high_school,0
137123.609,14881.86548,240,134,263,0,0,0,0,0,0,0,1,0.255913214,0.25604041,0.117454178,0.329288285,1,93487.56602,college,0
140911.2842,13494.7416,222,131,282,0,0,0,0,2,5,0,0,0.477149973,0.428309231,0.491328271,0.502064832,0,198169.0812,college,0
113475.7665,12457.77727,319,190,306,0,0,0,0,0,0,0,0,0.472571817,0.580729328,0.408753724,0.599521731,1,139054.9761,college,0
90720.21891,9029.396982,370,179,341,0,0,0,0,0,0,0,0,0.408866041,0.522097201,0.253360407,0.408347324,0,174496.0068,college,0
70108.61399,8019.825964,237,120,312,0,0,0,0,0,0,1,0,0.547628061,0.494338991,0.614526104,0.558433112,0,136008.0408,college,0
83387.53416,9521.079705,328,175,373,0,0,0,0,1,3,0,0,0.352667349,0.291797662,0.579025748,,0,104661.9566,college,0
167186.9261,18308.4043,359,197,354,0,0,0,0,0,1,1,0,0.219055426,0.353623454,0.173813101,,0,83688.14729,graduate,0
65631.33671,4446.146855,78,78,116,0,0,0,0,0,0,0,1,0.378433101,0.301422858,0.484579057,0.428478196,0,138075.6793,college,1
132714.5959,15053.0709,324,114,326,0,0,0,0,0,0,2,0,0.394812082,0.483307859,0.367361153,0.422019015,0,154458.5172,college,0
117201.3634,12686.54034,225,130,243,0,0,0,0,1,2,0,0,0.350386634,0.419332181,0.380102777,0.435542793,1,263199.7395,high_school,0
92792.66451,9955.778436,107,59,176,0,0,0,0,2,0,0,1,0.539365634,0.45090377,0.392305782,0.516281106,0,209382.9514,high_school,0
132528.8663,11919.42716,320,147,253,0,0,0,0,1,0,1,0,0.741546565,0.615066897,0.566908707,,0,186650.5051,college,0
107140.7044,10729.3311,262,113,297,0,0,0,0,3,2,1,1,0.394261829,0.25083911,0.444127103,0.624454582,0,147733.2258,high_school,0
96606.90731,7680.964367,366,184,348,0,0,0,0,4,6,1,1,0.664104976,0.528969939,0.709653792,0.686146073,0,211465.6357,graduate,0
98992.46776,12920.019,293,134,279,1,0,0,0,0,0,1,0,0.48511387,0.380383347,0.512628623,0.540715599,1,191446.1603,high_school,0
109961.2019,14232.23761,379,171,365,0,0,0,0,1,1,0,1,0.496445823,0.573813592,0.523238766,0.490063944,0,173951.0231,college,0
158059.6424,15896.55784,223,96,271,0,0,0,0,0,0,0,0,0.522418054,0.558551003,0.39778845,0.669781974,0,198463.9867,college,0
123706.5263,10862.25437,262,167,315,1,0,0,6528.85013,0,1,1,1,0.431878204,0.296720729,0.304401129,0.592953478,0,,college,0
154176.1395,18788.1842,317,140,339,0,0,0,0,0,0,0,1,0.427443209,0.477043975,0.494922861,0.487473617,1,218894.0821,graduate,0
52514.3304,6019.072678,166,94,196,0,0,0,0,0,0,0,0,0.452236039,0.488681465,0.387036538,0.579709224,0,157985.7029,college,1
112179.4065,14639.50469,236,130,210,0,0,0,0,1,0,1,0,0.44419572,0.547764716,0.489331324,0.63748304,1,146025.8525,college,0
99812.77387,10026.49213,309,184,305,0,0,0,0,0,0,0,1,0.612742463,0.617419492,0.496592532,0.682557707,1,135290.3542,college,0
134912.3061,15195.39935,228,139,251,0,0,0,0,2,1,1,0,0.440582822,0.401864124,0.455152853,0.625300625,0,172871.674,college,0
119496.2153,12840.69619,349,180,314,0,0,0,0,0,0,0,1,0.361242105,0.473686018,0.438119115,0.277769032,0,214076.584,college,0
59249.89721,6076.478245,337,175,236,0,0,0,0,0,0,0,0,0.676159065,0.593605164,0.557618764,0.723125847,0,198884.9598,college,1
74759.59732,9977.103747,288,176,288,0,0,0,0,0,0,0,0,0.416388933,0.328108884,0.40794281,0.500027994,0,210674.7522,college,0
67515.62297,6516.192925,263,159,281,0,0,0,0,0,0,0,0,0.699623237,0.59158316,0.608880076,0.764694406,1,167108.1824,college,1
138611.7559,11123.54927,354,187,342,0,0,0,0,0,0,1,0,0.363492191,0.379135062,0.406756356,0.476922411,0,170816.9447,college,0
96979.77976,12327.01419,385,202,331,0,0,0,0,0,0,0,0,0.543998478,0.430276158,0.502167037,0.567119472,0,113548.0903,high_school,0
88819.89989,9615.789996,106,81,215,1,0,0,971.4162669,3,6,0,0,0.435321129,0.451389635,0.387919998,0.397402892,0,170852.0308,high_school,1
99916.90526,8172.799502,327,148,326,0,0,0,0,0,1,1,0,0.602681143,0.565800742,0.49090936,0.624220705,0,192127.4379,college,0
52513.17128,7111.830002,389,238,413,0,0,0,0,0,0,1,0,0.396278401,0.478209788,0.419852227,0.428256643,1,187351.4578,college,0
78997.07896,11378.73096,291,161,260,0,0,0,0,0,0,0,0,0.653012292,0.524019659,0.601361074,0.73179916,0,169976.5378,high_school,0
119729.6193,11907.86818,373,206,341,0,0,0,0,0,0,0,0,0.515367478,0.535792184,0.519033394,0.632192778,1,134699.8192,college,0
136392.4156,17007.98045,264,153,262,0,0,0,0,0,0,0,0,0.417786196,0.477253887,0.386323267,0.553853884,0,132871.0455,graduate,0
108461.6721,10638.36099,323,195,383,0,0,0,0,3,2,0,0,0.694462876,0.563852391,0.524268601,0.743022916,1,242183.1707,college,0
138147.8934,16731.69968,417,224,381,0,0,0,0,2,4,1,1,0.257142216,0.264297655,0.472504029,0.355929569,0,146670.9199,graduate,0
111009.5971,9439.80196,212,121,298,0,0,0,0,0,0,0,0,0.567015626,0.513819762,0.455991685,0.586442025,0,193620.2872,college,0
113628.7449,14662.66024,376,182,372,0,0,0,0,0,0,0,0,0.218373842,0.216992717,0.361797354,,1,172739.9965,graduate,0
104708.2103,12457.66241,330,216,364,0,0,0,0,0,1,0,0,0.367175244,0.501643071,0.333140528,0.333617427,0,183781.2635,high_school,0
118818.1982,15554.38818,353,158,344,0,0,0,0,0,1,0,0,0.325013773,0.56486316,0.323137571,0.37135681,0,194289.0432,graduate,0
129409.4933,13889.53678,291,159,286,0,0,0,0,4,7,0,0,0.422345262,0.411514042,0.430123325,0.434714286,1,132541.9844,college,0
145944.8382,19785.31963,160,87,217,1,0,0,0,0,0,1,0,0.673291067,0.574841612,0.552188895,0.748476658,1,170794.9645,college,1
